analysis,go_id,term,foreground_overlap,foreground_total,universe_term_genes,universe_total,odds_ratio,p_value,overlap_symbols,fdr
Nine radiation-compatible candidates vs OSD-255 panel,GO:0009987,cellular process,7,7,262,312,inf,0.2906444474903266,Eef2;Gars1;Pias2;Rad54b;Snrnp70;Stxbp1;Trpc1,0.43807279042020236
Nine radiation-compatible candidates vs OSD-255 panel,GO:0050794,regulation of cellular process,6,7,214,312,2.798076923076923,0.29748777117254843,Eef2;Pias2;Rad54b;Snrnp70;Stxbp1;Trpc1,0.44198183145635767
Nine radiation-compatible candidates vs OSD-255 panel,GO:0010605,negative regulation of macromolecule metabolic process,2,7,49,312,2.195744680851064,0.3028986227204897,Pias2;Snrnp70,0.4436824896187454
Nine radiation-compatible candidates vs OSD-255 panel,GO:1902531,regulation of intracellular signal transduction,2,7,51,312,2.089795918367347,0.321090069221069,Pias2;Rad54b,0.4637967666526552
Nine radiation-compatible candidates vs OSD-255 panel,GO:0023052,signaling,3,7,91,312,1.8494318181818181,0.33318331584153177,Pias2;Stxbp1;Trpc1,0.4745898730159201
Nine radiation-compatible candidates vs OSD-255 panel,GO:0050789,regulation of biological process,6,7,220,312,2.5514018691588785,0.3376889481074816,Eef2;Pias2;Rad54b;Snrnp70;Stxbp1;Trpc1,0.4745898730159201
Nine radiation-compatible candidates vs OSD-255 panel,GO:0007154,cell communication,3,7,93,312,1.7916666666666667,0.34778589113455816,Pias2;Stxbp1;Trpc1,0.47641608756058734
Nine radiation-compatible candidates vs OSD-255 panel,GO:0048468,cell development,2,7,54,312,1.9461538461538461,0.34839848179505606,Eef2;Stxbp1,0.47641608756058734
Nine radiation-compatible candidates vs OSD-255 panel,GO:0007399,nervous system development,2,7,55,312,1.9018867924528302,0.357490596002567,Eef2;Stxbp1,0.47641608756058734
Nine radiation-compatible candidates vs OSD-255 panel,GO:0051049,regulation of transport,2,7,55,312,1.9018867924528302,0.357490596002567,Stxbp1;Trpc1,0.47641608756058734
Nine radiation-compatible candidates vs OSD-255 panel,GO:0051252,regulation of RNA metabolic process,2,7,56,312,1.8592592592592592,0.36657091758464666,Pias2;Snrnp70,0.47641608756058734
Nine radiation-compatible candidates vs OSD-255 panel,GO:0080090,regulation of primary metabolic process,3,7,96,312,1.7096774193548387,0.3698657842386709,Eef2;Pias2;Snrnp70,0.47641608756058734
Nine radiation-compatible candidates vs OSD-255 panel,GO:0065007,biological regulation,6,7,225,312,2.356164383561644,0.37349775048264183,Eef2;Pias2;Rad54b;Snrnp70;Stxbp1;Trpc1,0.47641608756058734
Nine radiation-compatible candidates vs OSD-255 panel,GO:0009892,negative regulation of metabolic process,2,7,57,312,1.8181818181818181,0.3756357613458477,Pias2;Snrnp70,0.47641608756058734
Nine radiation-compatible candidates vs OSD-255 panel,GO:0006996,organelle organization,2,7,58,312,1.7785714285714285,0.3846815613176343,Rad54b;Stxbp1,0.48201063104860203
Nine radiation-compatible candidates vs OSD-255 panel,GO:0060255,regulation of macromolecule metabolic process,3,7,101,312,1.5841836734693877,0.40698506459062855,Eef2;Pias2;Snrnp70,0.5036913104346921
Nine radiation-compatible candidates vs OSD-255 panel,GO:0019219,regulation of nucleobase-containing compound metabolic process,2,7,61,312,1.6677966101694914,0.41167078256681566,Pias2;Snrnp70,0.5036913104346921
Nine radiation-compatible candidates vs OSD-255 panel,GO:0032879,regulation of localization,2,7,68,312,1.4484848484848485,0.47338868275186236,Stxbp1;Trpc1,0.5724700349557406
Nine radiation-compatible candidates vs OSD-255 panel,GO:0019222,regulation of metabolic process,3,7,113,312,1.3295454545454546,0.4962281626221727,Eef2;Pias2;Snrnp70,0.5931922863529421
Nine radiation-compatible candidates vs OSD-255 panel,GO:0030154,cell differentiation,2,7,73,312,1.3183098591549296,0.5159990796802019,Eef2;Stxbp1,0.602965216704955
Nine radiation-compatible candidates vs OSD-255 panel,GO:0048869,cellular developmental process,2,7,73,312,1.3183098591549296,0.5159990796802019,Eef2;Stxbp1,0.602965216704955
Nine radiation-compatible candidates vs OSD-255 panel,GO:0051128,regulation of cellular component organization,2,7,78,312,1.2052631578947368,0.5570748432951017,Pias2;Stxbp1,0.6437309300298953
Nine radiation-compatible candidates vs OSD-255 panel,GO:0009966,regulation of signal transduction,2,7,80,312,1.1641025641025642,0.5730265618167572,Pias2;Rad54b,0.654887499219151
Nine radiation-compatible candidates vs OSD-255 panel,GO:0007165,signal transduction,2,7,81,312,1.1443037974683545,0.5808939323544848,Pias2;Trpc1,0.6566627061398524
Nine radiation-compatible candidates vs OSD-255 panel,GO:0048731,system development,2,7,83,312,1.1061728395061727,0.5964052241142721,Eef2;Stxbp1,0.6669477775041323
Nine radiation-compatible candidates vs OSD-255 panel,GO:0065008,regulation of biological quality,2,7,84,312,1.0878048780487806,0.6040467728592895,Stxbp1;Trpc1,0.6683070678443204
Nine radiation-compatible candidates vs OSD-255 panel,GO:0006810,transport,2,7,87,312,1.035294117647059,0.6265022495173582,Stxbp1;Trpc1,0.6858550942084763
Nine radiation-compatible candidates vs OSD-255 panel,GO:0007275,multicellular organism development,2,7,88,312,1.0186046511627906,0.6338278575703029,Eef2;Stxbp1,0.6866468457011615
Nine radiation-compatible candidates vs OSD-255 panel,GO:0048583,regulation of response to stimulus,2,7,93,312,0.9406593406593406,0.6692236927882977,Pias2;Rad54b,0.7101965719386016
Nine radiation-compatible candidates vs OSD-255 panel,GO:0051234,establishment of localization,2,7,93,312,0.9406593406593406,0.6692236927882977,Stxbp1;Trpc1,0.7101965719386016
Nine radiation-compatible candidates vs OSD-255 panel,GO:0160108,animal gross anatomical part developmental process,2,7,96,312,0.8978723404255319,0.6894533744813204,Eef2;Stxbp1,0.724274251980377
Nine radiation-compatible candidates vs OSD-255 panel,GO:0048856,anatomical structure development,2,7,101,312,0.8323232323232324,0.721453246864207,Eef2;Stxbp1,0.7503113767387752
